;NUMERO DE SERIE;NUMERO DE SERIE;Reemplaza a Serie;Contador Mono Anterior (Qty);Contador Mono Actual (Qty);Contador Color Anterior (Qty);Contador Color Actual (Qty);Uso Mono (Qty);Uso Color (Qty);Minimo Mono (Qty);Minimo Color (Qty);Costo Consumo (USD);Costo Minimo Mono (USD);Costo Minimo Color (USD);Costo Total (USD);Costo Total (CLP);Categoria;Estado Informado a Adessa;Negocio;Observaciones del Tecnico Residente;Prop Adessa;Modelo;
;T313QB02486;T313QB02486;; 73.615 ; 73.884 ; -   ; -   ; 269 ; -   ; -   ; -   ; $3,87 ; $- ; $- ; $3,87 ; $2.647,99 ; Contrato Mantención ;;Banco Falabella;;Propiedad Adessa;Ricoh-AficioSP3510DN;
;S9058601851;L9058601851;; 84.119 ; 89.229 ; -   ; -   ; 5.110 ; -   ; -   ; -   ; $91,83 ; $- ; $- ; $91,83 ; $62.877,41 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601851
;W913P708271;W913P708271;; 70.677 ; 77.748 ; -   ; -   ; 7.071 ; -   ; -   ; -   ; $127,07 ; $- ; $- ; $127,07 ; $87.007,08 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141600119;S8141600119;; 67.926 ; 71.261 ; -   ; -   ; 3.335 ; -   ; -   ; -   ; $59,93 ; $- ; $- ; $59,93 ; $41.036,43 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8132300050;S8132300050;; 60.368 ; 62.166 ; -   ; -   ; 1.798 ; -   ; -   ; -   ; $32,31 ; $- ; $- ; $32,31 ; $22.123,99 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141601270;S8141601270;; 53.191 ; 53.191 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original ;IP;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8132300081;S8132300081;; 70.480 ; 74.964 ; -   ; -   ; 4.484 ; -   ; -   ; -   ; $80,58 ; $- ; $- ; $80,58 ; $55.174,62 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;E174M850326;174M850326;; 39.253 ; 41.430 ; 105.070 ; 111.571 ; 2.177 ; 6.501 ; -   ; -   ; $525,72 ; $- ; $- ; $525,72 ; $359.981,88 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850326
;S8141600526;S8141600526;; 69.915 ; 74.427 ; -   ; -   ; 4.512 ; -   ; -   ; -   ; $81,08 ; $- ; $- ; $81,08 ; $55.519,16 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049300894;L9049300894;; 66.216 ; 69.655 ; -   ; -   ; 3.439 ; -   ; -   ; -   ; $61,80 ; $- ; $- ; $61,80 ; $42.316,13 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S8141600658;S8141600658;; 53.883 ; 53.990 ; -   ; -   ; 107 ; -   ; -   ; -   ; $1,92 ; $- ; $- ; $1,92 ; $1.316,61 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141500748;S8141500748;; 54.488 ; 54.488 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9048900761;L9048900761;; 70.118 ; 73.374 ; -   ; -   ; 3.256 ; -   ; -   ; -   ; $58,51 ; $- ; $- ; $58,51 ; $40.064,36 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W913P605770;W913P605770;; 59.025 ; 60.444 ; -   ; -   ; 1.419 ; -   ; -   ; -   ; $25,50 ; $- ; $- ; $25,50 ; $17.460,48 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9048501649;L9048501649;; 60.314 ; 61.976 ; -   ; -   ; 1.662 ; -   ; -   ; -   ; $29,87 ; $- ; $- ; $29,87 ; $20.450,54 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W913P706949;W913P706949;; 59.757 ; 60.837 ; -   ; -   ; 1.080 ; -   ; -   ; -   ; $19,41 ; $- ; $- ; $19,41 ; $13.289,16 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8132300325;S8132300325;; 59.914 ; 61.685 ; -   ; -   ; 1.771 ; -   ; -   ; -   ; $31,82 ; $- ; $- ; $31,82 ; $21.791,76 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W913P708343;W913P708343;; 67.026 ; 67.817 ; -   ; -   ; 791 ; -   ; -   ; -   ; $14,21 ; $- ; $- ; $14,21 ; $9.733,08 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141600531;S8141600531;; 84.786 ; 94.214 ; -   ; -   ; 9.428 ; -   ; -   ; -   ; $169,42 ; $- ; $- ; $169,42 ; $116.009,45 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8132300592;S8132300592;; 61.881 ; 63.735 ; -   ; -   ; 1.854 ; -   ; -   ; -   ; $33,32 ; $- ; $- ; $33,32 ; $22.813,06 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141501836;S8141501836;; 62.350 ; 63.827 ; -   ; -   ; 1.477 ; -   ; -   ; -   ; $26,54 ; $- ; $- ; $26,54 ; $18.174,16 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049400701;L9049400701;; 70.315 ; 73.824 ; -   ; -   ; 3.509 ; -   ; -   ; -   ; $63,06 ; $- ; $- ; $63,06 ; $43.177,47 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400701
;S9049400891;L9049400891;; 73.585 ; 77.992 ; -   ; -   ; 4.407 ; -   ; -   ; -   ; $79,19 ; $- ; $- ; $79,19 ; $54.227,16 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S8141600113;S8141600113;; 63.406 ; 65.389 ; -   ; -   ; 1.983 ; -   ; -   ; -   ; $35,63 ; $- ; $- ; $35,63 ; $24.400,37 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8132300118;S8132300118;; 60.076 ; 62.164 ; -   ; -   ; 2.088 ; -   ; -   ; -   ; $37,52 ; $- ; $- ; $37,52 ; $25.692,38 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W913P905883;W913P905883;; 61.334 ; 62.850 ; -   ; -   ; 1.516 ; -   ; -   ; -   ; $27,24 ; $- ; $- ; $27,24 ; $18.654,04 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141601209;S8141601209;; 95.122 ; 112.921 ; -   ; -   ; 17.799 ; -   ; -   ; -   ; $319,85 ; $- ; $- ; $319,85 ; $219.012,74 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W914P605745;W914P605745;; 62.827 ; 64.365 ; -   ; -   ; 1.538 ; -   ; -   ; -   ; $27,64 ; $- ; $- ; $27,64 ; $18.924,75 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W914P605579;W914P605579;; 60.954 ; 63.270 ; -   ; -   ; 2.316 ; -   ; -   ; -   ; $41,62 ; $- ; $- ; $41,62 ; $28.497,87 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9048701198;L9048701198;; 64.261 ; 66.614 ; -   ; -   ; 2.353 ; -   ; -   ; -   ; $42,28 ; $- ; $- ; $42,28 ; $28.953,14 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601487;L9058601487;; 89.093 ; 95.447 ; -   ; -   ; 6.354 ; -   ; -   ; -   ; $114,18 ; $- ; $- ; $114,18 ; $78.184,56 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601487
Baja;E174M850339;174M850339;; 51.839 ; 51.839 ; 72.892 ; 72.892 ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;
;W914P605726;W914P605726;; 66.622 ; 70.580 ; -   ; -   ; 3.958 ; -   ; -   ; -   ; $71,13 ; $- ; $- ; $71,13 ; $48.702,31 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9048900513;L9048900513;; 66.940 ; 70.170 ; -   ; -   ; 3.230 ; -   ; -   ; -   ; $58,04 ; $- ; $- ; $58,04 ; $39.744,43 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049401035;L9049401035;; 70.998 ; 74.872 ; -   ; -   ; 3.874 ; -   ; -   ; -   ; $69,62 ; $- ; $- ; $69,62 ; $47.668,71 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9048900701;L9048900701;; 55.228 ; 56.905 ; -   ; -   ; 1.677 ; -   ; -   ; -   ; $30,14 ; $- ; $- ; $30,14 ; $20.635,11 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S8131301722;S8131301722;; 72.410 ; 73.849 ; -   ; -   ; 1.439 ; -   ; -   ; -   ; $20,69 ; $- ; $- ; $20,69 ; $14.165,26 ; Contrato Mantención ;;Falabella;;Propiedad Adessa;Ricoh-AficioSP5200DN;
;S8132400913;S8132400913;; 51.792 ; 51.792 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original ;IP;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;T313QB02488;T313QB02488;; 55.663 ; 56.606 ; -   ; -   ; 943 ; -   ; -   ; -   ; $16,95 ; $- ; $- ; $16,95 ; $11.603,41 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;S8141600543;S8141600543;; 69.389 ; 73.606 ; -   ; -   ; 4.217 ; -   ; -   ; -   ; $75,78 ; $- ; $- ; $75,78 ; $51.889,25 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W795P104496;W795P104496;; 74.019 ; 78.781 ; 19.574 ; 21.882 ; 4.762 ; 2.308 ; -   ; -   ; $258,33 ; $- ; $- ; $258,33 ; $176.886,79 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104496
;S9048900359;L9048900359;; 62.679 ; 65.231 ; -   ; -   ; 2.552 ; -   ; -   ; -   ; $45,86 ; $- ; $- ; $45,86 ; $31.401,79 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S8132300335;S8132300335;; 59.454 ; 61.284 ; -   ; -   ; 1.830 ; -   ; -   ; -   ; $32,89 ; $- ; $- ; $32,89 ; $22.517,74 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049600810;L9049600810;; 71.437 ; 75.978 ; -   ; -   ; 4.541 ; -   ; -   ; -   ; $81,60 ; $- ; $- ; $81,60 ; $55.876,00 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600810
;S9049601087;L9049601087;; 74.523 ; 78.330 ; -   ; -   ; 3.807 ; -   ; -   ; -   ; $68,41 ; $- ; $- ; $68,41 ; $46.844,29 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601087
;S8141300046;S8141300046;; 69.078 ; 73.308 ; -   ; -   ; 4.230 ; -   ; -   ; -   ; $76,01 ; $- ; $- ; $76,01 ; $52.049,21 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9038600039;L9038600039;; 62.040 ; 63.796 ; -   ; -   ; 1.756 ; -   ; -   ; -   ; $31,56 ; $- ; $- ; $31,56 ; $21.607,19 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;E173MB50118;173MB50118;; 59.981 ; 64.436 ; 21.943 ; 24.063 ; 4.455 ; 2.120 ; -   ; -   ; $238,74 ; $- ; $- ; $238,74 ; $163.473,70 ; Requerimiento Original ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E173MB50118
;S9048501631;L9048501631;; 63.974 ; 66.018 ; -   ; -   ; 2.044 ; -   ; -   ; -   ; $36,73 ; $- ; $- ; $36,73 ; $25.150,97 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049400910;L9049400910;; 72.127 ; 75.725 ; -   ; -   ; 3.598 ; -   ; -   ; -   ; $64,66 ; $- ; $- ; $64,66 ; $44.272,59 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400910
;S8141601221;S8141601221;; 59.463 ; 63.230 ; -   ; -   ; 3.767 ; -   ; -   ; -   ; $67,69 ; $- ; $- ; $67,69 ; $46.352,10 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049200768;L9049200768;; 72.612 ; 78.532 ; -   ; -   ; 5.920 ; -   ; -   ; -   ; $106,38 ; $- ; $- ; $106,38 ; $72.844,28 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W913P708234;W913P708234;; 52.820 ; 52.966 ; -   ; -   ; 146 ; -   ; -   ; -   ; $2,62 ; $- ; $- ; $2,62 ; $1.796,50 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W913P406542;W913P406542;; 58.209 ; 59.564 ; -   ; -   ; 1.355 ; -   ; -   ; -   ; $24,35 ; $- ; $- ; $24,35 ; $16.672,97 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141500739;S8141500739;; 58.142 ; 60.369 ; -   ; -   ; 2.227 ; -   ; -   ; -   ; $40,02 ; $- ; $- ; $40,02 ; $27.402,74 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049600804;L9049600804;; 69.977 ; 73.565 ; -   ; -   ; 3.588 ; -   ; -   ; -   ; $64,48 ; $- ; $- ; $64,48 ; $44.149,54 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600804
;S9058601709;L9058601709;; 69.232 ; 83.084 ; -   ; -   ; 13.852 ; -   ; -   ; -   ; $248,92 ; $- ; $- ; $248,92 ; $170.445,78 ; Requerimiento Original_2 ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601709
;S9049600904;L9049600904;; 75.871 ; 79.760 ; -   ; -   ; 3.889 ; -   ; -   ; -   ; $69,89 ; $- ; $- ; $69,89 ; $47.853,28 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600904
;S8141502027;S8141502027;; 62.669 ; 65.622 ; -   ; -   ; 2.953 ; -   ; -   ; -   ; $53,07 ; $- ; $- ; $53,07 ; $36.336,01 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W913P605778;W913P605778;; 57.818 ; 59.408 ; -   ; -   ; 1.590 ; -   ; -   ; -   ; $28,57 ; $- ; $- ; $28,57 ; $19.564,60 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W913P708175;W913P708175;; 55.282 ; 56.391 ; -   ; -   ; 1.109 ; -   ; -   ; -   ; $19,93 ; $- ; $- ; $19,93 ; $13.646,00 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141401494;S8141401494;; 61.102 ; 63.564 ; -   ; -   ; 2.462 ; -   ; -   ; -   ; $44,24 ; $- ; $- ; $44,24 ; $30.294,36 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049401025;L9049401025;; 65.480 ; 67.816 ; -   ; -   ; 2.336 ; -   ; -   ; -   ; $41,98 ; $- ; $- ; $41,98 ; $28.743,96 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049401025
;W804P700366;W804P700366;; 34.540 ; 44.383 ; 16.798 ; 25.981 ; 9.843 ; 9.183 ; -   ; -   ; $864,23 ; $- ; $- ; $864,23 ; $591.770,29 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioMPC305;W804P700366
;S9048900750;L9048900750;; 61.443 ; 64.088 ; -   ; -   ; 2.645 ; -   ; -   ; -   ; $47,53 ; $- ; $- ; $47,53 ; $32.546,14 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;E174M750548;174M750548;; 61.674 ; 66.167 ; 42.904 ; 46.747 ; 4.493 ; 3.843 ; -   ; -   ; $368,39 ; $- ; $- ; $368,39 ; $252.249,83 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M750548
;E174M850634;174M850634;; 35.275 ; 37.585 ; 88.823 ; 95.050 ; 2.310 ; 6.227 ; -   ; -   ; $507,60 ; $- ; $- ; $507,60 ; $347.575,15 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850634
;W804PA00757;W804PA00757;; 64.080 ; 66.456 ; 13.340 ; 14.799 ; 2.376 ; 1.459 ; -   ; -   ; $151,90 ; $- ; $- ; $151,90 ; $104.013,97 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00757
;T313QB03438;T313QB03438;; 54.271 ; 55.058 ; -   ; -   ; 787 ; -   ; -   ; -   ; $14,14 ; $- ; $- ; $14,14 ; $9.683,86 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;S8142400492;S8142400492;; 50.210 ; 50.210 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original ;;Falabella;Validando Contador;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141601257;S8141601257;; 67.367 ; 67.578 ; -   ; -   ; 211 ; -   ; 2.789 ; -   ; $3,79 ; $50,12 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;T313QA00876;T313QA00876;; 57.223 ; 57.685 ; -   ; -   ; 462 ; -   ; -   ; -   ; $8,30 ; $- ; $- ; $8,30 ; $5.684,81 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;S8141600093;S8141600093;; 66.460 ; 66.460 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141401456;S8141401456;; 67.593 ; 71.060 ; -   ; -   ; 3.467 ; -   ; -   ; -   ; $62,30 ; $- ; $- ; $62,30 ; $42.660,66 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8131302097;S8131302097;; 66.245 ; 66.245 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Contrato Mantención ;;Falabella;;Propiedad Adessa;Ricoh-AficioSP5200DN;
;S8141601274;S8141601274;; 57.499 ; 58.441 ; -   ; -   ; 942 ; -   ; -   ; -   ; $16,93 ; $- ; $- ; $16,93 ; $11.591,10 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049400881;L9049400881;; 72.814 ; 79.473 ; -   ; -   ; 6.659 ; -   ; -   ; -   ; $119,66 ; $- ; $- ; $119,66 ; $81.937,52 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400881
;T313QB02491;T313QB02491;; 53.723 ; 55.003 ; -   ; -   ; 1.280 ; -   ; -   ; -   ; $23,00 ; $- ; $- ; $23,00 ; $15.750,12 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;W913P605946;W913P605946;; 59.608 ; 60.552 ; -   ; -   ; 944 ; -   ; -   ; -   ; $16,96 ; $- ; $- ; $16,96 ; $11.615,71 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141600215;S8141600215;; 78.184 ; 85.929 ; -   ; -   ; 7.745 ; -   ; -   ; -   ; $139,18 ; $- ; $- ; $139,18 ; $95.300,50 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049600889;L9049600889;; 63.634 ; 66.744 ; -   ; -   ; 3.110 ; -   ; -   ; -   ; $55,89 ; $- ; $- ; $55,89 ; $38.267,86 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600889
;T314Q201369;T314Q201369;; 60.302 ; 61.897 ; -   ; -   ; 1.595 ; -   ; -   ; -   ; $28,66 ; $- ; $- ; $28,66 ; $19.626,12 ; Requerimiento Original ;;Banco Falabella;USB;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;S8141300051;S8141300051;; 62.731 ; 65.932 ; -   ; -   ; 3.201 ; -   ; -   ; -   ; $57,52 ; $- ; $- ; $57,52 ; $39.387,59 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W913P707894;W913P707894;; 54.200 ; 55.713 ; -   ; -   ; 1.513 ; -   ; -   ; -   ; $27,19 ; $- ; $- ; $27,19 ; $18.617,13 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;E174M850688;174M850688;; 38.108 ; 39.371 ; 63.681 ; 67.714 ; 1.263 ; 4.033 ; -   ; -   ; $324,57 ; $- ; $- ; $324,57 ; $222.243,43 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850688
;S8141600096;S8141600096;; 59.040 ; 60.924 ; -   ; -   ; 1.884 ; -   ; -   ; -   ; $33,86 ; $- ; $- ; $33,86 ; $23.182,20 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9048900567;L9048900567;; 62.515 ; 64.779 ; -   ; -   ; 2.264 ; -   ; -   ; -   ; $40,68 ; $- ; $- ; $40,68 ; $27.858,02 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W914PC08216;W914PC08216;; 78.427 ; 86.141 ; -   ; -   ; 7.714 ; -   ; -   ; -   ; $138,62 ; $- ; $- ; $138,62 ; $94.919,06 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049601072;L9049601072;; 68.212 ; 71.230 ; -   ; -   ; 3.018 ; -   ; 482 ; -   ; $54,23 ; $8,66 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601072
;S9048900485;L9048900485;; 65.693 ; 68.026 ; -   ; -   ; 2.333 ; -   ; -   ; -   ; $41,92 ; $- ; $- ; $41,92 ; $28.707,05 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049600902;L9049600902;; 72.086 ; 77.135 ; -   ; -   ; 5.049 ; -   ; -   ; -   ; $90,73 ; $- ; $- ; $90,73 ; $62.126,82 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600902
;S8141601303;S8141601303;; 59.804 ; 62.306 ; -   ; -   ; 2.502 ; -   ; -   ; -   ; $44,96 ; $- ; $- ; $44,96 ; $30.786,55 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8132400919;S8132400919;; 57.946 ; 59.211 ; -   ; -   ; 1.265 ; -   ; -   ; -   ; $22,73 ; $- ; $- ; $22,73 ; $15.565,54 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W915P208231;W915P208231;; 96.687 ; 107.001 ; -   ; -   ; 10.314 ; -   ; -   ; -   ; $185,34 ; $- ; $- ; $185,34 ; $126.911,48 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141600068;S8141600068;; 49.930 ; 50.050 ; -   ; -   ; 120 ; -   ; -   ; -   ; $2,16 ; $- ; $- ; $2,16 ; $1.476,57 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141401492;S8141401492;; 57.364 ; 59.870 ; -   ; -   ; 2.506 ; -   ; -   ; -   ; $45,03 ; $- ; $- ; $45,03 ; $30.835,77 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8141600082;S8141600082;; 60.924 ; 63.153 ; -   ; -   ; 2.229 ; -   ; -   ; -   ; $40,06 ; $- ; $- ; $40,06 ; $27.427,35 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;E174M750294;174M750294;; 64.268 ; 71.292 ; 3.834 ; 4.074 ; 7.024 ; 240 ; -   ; -   ; $144,19 ; $- ; $- ; $144,19 ; $98.729,43 ; Requerimiento Original_2 ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M750294
;S9049300895;L9049300895;; 67.784 ; 71.648 ; -   ; -   ; 3.864 ; -   ; -   ; -   ; $69,44 ; $- ; $- ; $69,44 ; $47.545,66 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S8132300327;S8132300327;; 52.565 ; 53.345 ; -   ; -   ; 780 ; -   ; -   ; -   ; $14,02 ; $- ; $- ; $14,02 ; $9.597,73 ; Requerimiento Original ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W913P708326;W913P708326;; 53.445 ; 64.077 ; -   ; -   ; 10.632 ; -   ; -   ; -   ; $191,06 ; $- ; $- ; $191,06 ; $130.824,40 ; Requerimiento Original ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioMP301;W913P708326
;W914P605629;W914P605629;; 57.130 ; 58.384 ; -   ; -   ; 1.254 ; -   ; -   ; -   ; $22,53 ; $- ; $- ; $22,53 ; $15.430,19 ; Requerimiento Original ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
